generation,module_id,mean_recall1,latency
1,elm-0,0.000,278.45
1,elm-1,0.000,288.54
1,elm-2,0.000,88.54
1,elm-3,0.000,248.01
1,elm-4,0.200,184.58
1,transformer-0,0.000,2.85
1,transformer-1,0.000,2.26
1,transformer-2,0.000,2.03
1,transformer-3,0.000,2.05
1,transformer-4,0.000,2.04
2,transformer-1,0.000,2.62
2,transformer-3,0.000,2.09
2,transformer-4,0.000,2.15
2,transformer-2,0.000,3.11
2,elm-4,0.000,188.11
2,transformer-1751690077808-0,0.000,2.26
2,transformer-1751690077809-1,0.000,2.61
2,transformer-1751690077809-2,0.000,1.97
2,transformer-1751690077809-3,0.000,1.98
2,elm-1751690077829-4,0.000,194.87
3,transformer-1751690077808-0,0.000,2.23
3,transformer-4,0.000,1.96
3,transformer-3,0.000,2.14
3,transformer-1751690077809-3,0.000,1.97
3,transformer-1751690077809-2,0.000,5.28
3,transformer-1751690079004-0,0.000,2.08
3,transformer-1751690079005-1,0.000,2.01
3,transformer-1751690079005-2,0.000,1.93
3,transformer-1751690079005-3,0.000,1.93
3,transformer-1751690079006-4,0.000,1.91
4,transformer-1751690077809-3,0.000,2.37
4,transformer-4,0.000,2.18
4,transformer-1751690079005-2,0.000,2.08
4,transformer-1751690079005-3,0.000,2.15
4,transformer-1751690079006-4,0.000,1.95
4,transformer-1751690079048-0,0.000,2.62
4,transformer-1751690079049-1,0.000,2.01
4,transformer-1751690079049-2,0.000,1.96
4,transformer-1751690079049-3,0.000,1.96
4,transformer-1751690079049-4,0.000,2.64
5,transformer-1751690079005-2,0.000,2.34
5,transformer-1751690079049-1,0.000,1.95
5,transformer-1751690079049-2,0.000,2.00
5,transformer-1751690079049-3,0.000,2.37
5,transformer-1751690079006-4,0.000,2.50
5,transformer-1751690079088-0,0.000,3.00
5,transformer-1751690079088-1,0.000,3.36
5,transformer-1751690079089-2,0.000,2.37
5,transformer-1751690079089-3,0.000,2.39
5,transformer-1751690079089-4,0.000,2.40
6,transformer-1751690079049-3,0.000,2.43
6,transformer-1751690079089-2,0.000,2.53
6,transformer-1751690079005-2,0.000,2.00
6,transformer-1751690079049-2,0.000,1.93
6,transformer-1751690079049-1,0.000,1.92
6,transformer-1751690079134-0,0.000,1.91
6,transformer-1751690079134-1,0.000,1.96
6,transformer-1751690079135-2,0.000,1.89
6,transformer-1751690079135-3,0.000,2.20
6,transformer-1751690079135-4,0.000,2.28
7,transformer-1751690079134-1,0.000,2.12
7,transformer-1751690079049-2,0.000,1.91
7,transformer-1751690079049-1,0.000,1.93
7,transformer-1751690079134-0,0.000,1.94
7,transformer-1751690079135-2,0.000,1.95
7,transformer-1751690079173-0,0.000,2.16
7,transformer-1751690079174-1,0.000,1.92
7,transformer-1751690079174-2,0.000,1.95
7,transformer-1751690079174-3,0.000,1.91
7,transformer-1751690079174-4,0.000,1.93
8,transformer-1751690079174-4,0.000,2.25
8,transformer-1751690079049-1,0.000,1.90
8,transformer-1751690079174-1,0.000,2.00
8,transformer-1751690079174-3,0.000,2.09
8,transformer-1751690079049-2,0.000,2.17
8,transformer-1751690079212-0,0.000,1.90
8,transformer-1751690079212-1,0.000,1.90
8,transformer-1751690079212-2,0.000,1.92
8,transformer-1751690079212-3,0.000,1.90
8,transformer-1751690079213-4,0.000,1.91
9,transformer-1751690079213-4,0.000,2.88
9,transformer-1751690079049-1,0.000,2.22
9,transformer-1751690079212-3,0.000,1.92
9,transformer-1751690079212-1,0.000,1.93
9,transformer-1751690079212-0,0.000,1.91
9,transformer-1751690079250-0,0.000,1.92
9,transformer-1751690079251-1,0.000,1.93
9,transformer-1751690079251-2,0.000,1.91
9,transformer-1751690079251-3,0.000,2.13
9,transformer-1751690079251-4,0.000,1.91
10,transformer-1751690079212-3,0.000,2.13
10,transformer-1751690079250-0,0.000,2.48
10,transformer-1751690079212-0,0.000,1.93
10,transformer-1751690079251-2,0.000,1.92
10,transformer-1751690079251-4,0.000,1.92
10,transformer-1751690079289-0,0.000,1.92
10,transformer-1751690079289-1,0.000,2.18
10,transformer-1751690079289-2,0.000,1.92
10,transformer-1751690079289-3,0.000,1.90
10,transformer-1751690079290-4,0.000,1.90
11,transformer-1751690079251-2,0.000,2.30
11,transformer-1751690079289-0,0.000,2.45
11,transformer-1751690079289-2,0.000,1.92
11,transformer-1751690079289-3,0.000,1.97
11,transformer-1751690079290-4,0.000,2.02
11,transformer-1751690079326-0,0.000,2.22
11,transformer-1751690079327-1,0.000,1.95
11,transformer-1751690079327-2,0.000,2.05
11,transformer-1751690079327-3,0.000,2.47
11,transformer-1751690079327-4,0.000,1.93
12,transformer-1751690079290-4,0.000,2.14
12,transformer-1751690079289-3,0.000,2.05
12,transformer-1751690079327-1,0.000,2.88
12,transformer-1751690079327-4,0.000,1.91
12,transformer-1751690079289-2,0.000,1.91
12,transformer-1751690079366-0,0.000,1.93
12,transformer-1751690079366-1,0.000,1.94
12,transformer-1751690079366-2,0.000,1.92
12,transformer-1751690079367-3,0.000,1.96
12,transformer-1751690079367-4,0.000,2.59
13,transformer-1751690079366-1,0.000,2.40
13,transformer-1751690079366-0,0.000,1.91
13,transformer-1751690079366-2,0.000,1.89
13,transformer-1751690079327-4,0.000,2.49
13,transformer-1751690079289-2,0.000,1.90
13,transformer-1751690079405-0,0.000,1.88
13,transformer-1751690079405-1,0.000,2.07
13,transformer-1751690079405-2,0.000,1.92
13,transformer-1751690079405-3,0.000,1.89
13,transformer-1751690079406-4,0.000,1.88
14,transformer-1751690079289-2,0.000,2.10
14,transformer-1751690079405-3,0.000,1.88
14,transformer-1751690079366-2,0.000,1.87
14,transformer-1751690079406-4,0.000,1.95
14,transformer-1751690079405-0,0.000,2.03
14,transformer-1751690079442-0,0.000,2.65
14,transformer-1751690079442-1,0.000,1.89
14,transformer-1751690079443-2,0.000,1.87
14,transformer-1751690079443-3,0.000,1.86
14,transformer-1751690079443-4,0.000,1.89
15,transformer-1751690079442-1,0.000,2.08
15,transformer-1751690079405-3,0.000,1.87
15,transformer-1751690079366-2,0.000,2.02
15,transformer-1751690079443-2,0.000,1.90
15,transformer-1751690079443-3,0.000,1.88
15,transformer-1751690079480-0,0.000,1.91
15,transformer-1751690079480-1,0.000,1.90
15,transformer-1751690079480-2,0.000,2.51
15,transformer-1751690079480-3,0.000,1.89
15,transformer-1751690079481-4,0.000,1.86
16,transformer-1751690079443-2,0.000,2.29
16,transformer-1751690079480-3,0.000,1.89
16,transformer-1751690079443-3,0.000,1.89
16,transformer-1751690079405-3,0.000,1.88
16,transformer-1751690079481-4,0.000,1.92
16,transformer-1751690079517-0,0.000,1.90
16,transformer-1751690079518-1,0.000,1.90
16,transformer-1751690079518-2,0.000,1.90
16,transformer-1751690079518-3,0.000,1.93
16,transformer-1751690079518-4,0.000,1.89
17,transformer-1751690079518-1,0.000,2.11
17,transformer-1751690079518-4,0.000,1.87
17,transformer-1751690079480-3,0.000,1.87
17,transformer-1751690079443-3,0.000,1.87
17,transformer-1751690079405-3,0.000,1.88
17,transformer-1751690079554-0,0.000,1.88
17,transformer-1751690079555-1,0.000,2.12
17,transformer-1751690079555-2,0.000,2.01
17,transformer-1751690079556-3,0.000,1.98
17,transformer-1751690079556-4,0.000,1.90
18,transformer-1751690079554-0,0.000,2.13
18,transformer-1751690079405-3,0.000,1.90
18,transformer-1751690079480-3,0.000,1.89
18,transformer-1751690079518-4,0.000,2.37
18,transformer-1751690079443-3,0.000,3.26
18,transformer-1751690079592-0,0.000,6.43
18,transformer-1751690079593-1,0.000,2.32
18,transformer-1751690079593-2,0.000,2.32
18,transformer-1751690079593-3,0.000,3.01
18,transformer-1751690079594-4,0.000,4.74
19,transformer-1751690079593-2,0.000,2.48
19,transformer-1751690079593-1,0.000,1.89
19,transformer-1751690079554-0,0.000,1.88
19,transformer-1751690079405-3,0.000,1.90
19,transformer-1751690079480-3,0.000,1.96
19,transformer-1751690079642-0,0.000,2.03
19,transformer-1751690079642-1,0.000,2.09
19,transformer-1751690079643-2,0.000,1.88
19,transformer-1751690079643-3,0.000,1.87
19,transformer-1751690079643-4,0.000,1.89
20,transformer-1751690079593-1,0.000,2.22
20,transformer-1751690079643-4,0.000,1.87
20,transformer-1751690079643-2,0.000,2.05
20,transformer-1751690079554-0,0.000,2.14
20,transformer-1751690079643-3,0.000,1.91
20,transformer-1751690079680-0,0.000,1.89
20,transformer-1751690079680-1,0.000,1.86
20,transformer-1751690079680-2,0.000,1.86
20,transformer-1751690079681-3,0.000,1.88
20,transformer-1751690079681-4,0.000,1.86
21,transformer-1751690079681-3,0.000,2.25
21,transformer-1751690079643-4,0.000,3.03
21,transformer-1751690079680-2,0.000,1.90
21,transformer-1751690079680-1,0.000,1.87
21,transformer-1751690079681-4,0.000,1.91
21,transformer-1751690079718-0,0.000,1.88
21,transformer-1751690079718-1,0.000,1.86
21,transformer-1751690079718-2,0.000,1.86
21,transformer-1751690079719-3,0.000,2.12
21,transformer-1751690079719-4,0.000,1.88
22,transformer-1751690079719-4,0.000,2.08
22,transformer-1751690079718-0,0.000,1.87
22,transformer-1751690079680-1,0.000,1.89
22,transformer-1751690079718-2,0.000,2.38
22,transformer-1751690079718-1,0.000,1.86
22,transformer-1751690079756-0,0.000,1.86
22,transformer-1751690079756-1,0.000,2.11
22,transformer-1751690079756-2,0.000,1.88
22,transformer-1751690079756-3,0.000,1.86
22,transformer-1751690079757-4,0.000,1.85
23,transformer-1751690079718-0,0.000,2.08
23,transformer-1751690079756-3,0.000,1.88
23,transformer-1751690079718-1,0.000,1.87
23,transformer-1751690079756-0,0.000,1.89
23,transformer-1751690079757-4,0.000,2.12
23,transformer-1751690079793-0,0.000,2.51
23,transformer-1751690079793-1,0.000,1.94
23,transformer-1751690079793-2,0.000,1.89
23,transformer-1751690079794-3,0.000,1.85
23,transformer-1751690079794-4,0.000,1.86
24,transformer-1751690079756-0,0.000,2.10
24,transformer-1751690079756-3,0.000,1.91
24,transformer-1751690079718-1,0.000,2.06
24,transformer-1751690079794-4,0.000,2.08
24,transformer-1751690079794-3,0.000,2.45
24,transformer-1751690079831-0,0.000,1.88
24,transformer-1751690079831-1,0.000,1.93
24,transformer-1751690079831-2,0.000,1.90
24,transformer-1751690079831-3,0.000,2.45
24,transformer-1751690079832-4,0.000,1.93
25,transformer-1751690079832-4,0.000,2.16
25,transformer-1751690079831-1,0.000,1.91
25,transformer-1751690079756-3,0.000,1.90
25,transformer-1751690079831-2,0.000,1.91
25,transformer-1751690079831-0,0.000,1.92
25,transformer-1751690079869-0,0.000,1.91
25,transformer-1751690079869-1,0.000,1.90
25,transformer-1751690079870-2,0.000,2.15
25,transformer-1751690079870-3,0.000,1.94
25,transformer-1751690079870-4,0.000,1.91
26,transformer-1751690079870-4,0.000,2.29
26,transformer-1751690079869-0,0.000,1.89
26,transformer-1751690079831-2,0.000,1.89
26,transformer-1751690079756-3,0.000,1.90
26,transformer-1751690079869-1,0.000,1.92
26,transformer-1751690079907-0,0.000,1.99
26,transformer-1751690079908-1,0.000,2.03
26,transformer-1751690079908-2,0.000,2.22
26,transformer-1751690079908-3,0.000,1.93
26,transformer-1751690079908-4,0.000,1.92
27,transformer-1751690079908-4,0.000,2.15
27,transformer-1751690079869-1,0.000,1.92
27,transformer-1751690079756-3,0.000,1.94
27,transformer-1751690079831-2,0.000,2.01
27,transformer-1751690079869-0,0.000,2.19
27,transformer-1751690079945-0,0.000,1.90
27,transformer-1751690079945-1,0.000,1.92
27,transformer-1751690079945-2,0.000,1.89
27,transformer-1751690079946-3,0.000,1.90
27,transformer-1751690079946-4,0.000,1.89
28,transformer-1751690079945-1,0.000,2.09
28,transformer-1751690079945-0,0.000,2.77
28,transformer-1751690079946-3,0.000,2.24
28,transformer-1751690079945-2,0.000,1.89
28,transformer-1751690079946-4,0.000,1.86
28,transformer-1751690079983-0,0.000,1.86
28,transformer-1751690079983-1,0.000,1.89
28,transformer-1751690079983-2,0.000,1.86
28,transformer-1751690079984-3,0.000,1.85
28,transformer-1751690079984-4,0.000,2.10
29,transformer-1751690079945-2,0.000,2.43
29,transformer-1751690079946-4,0.000,1.87
29,transformer-1751690079983-0,0.000,1.88
29,transformer-1751690079983-2,0.000,2.41
29,transformer-1751690079984-3,0.000,1.86
29,transformer-1751690080021-0,0.000,1.87
29,transformer-1751690080021-1,0.000,1.92
29,transformer-1751690080021-2,0.000,2.08
29,transformer-1751690080021-3,0.000,1.88
29,transformer-1751690080022-4,0.000,1.87
30,transformer-1751690079983-0,0.000,2.18
30,transformer-1751690080022-4,0.000,1.88
30,transformer-1751690080021-0,0.000,1.88
30,transformer-1751690079946-4,0.000,1.86
30,transformer-1751690079984-3,0.000,1.91
30,transformer-1751690080058-0,0.000,2.03
30,transformer-1751690080059-1,0.000,3.10
30,transformer-1751690080059-2,0.000,1.88
30,transformer-1751690080059-3,0.000,1.87
30,transformer-1751690080059-4,0.000,1.86
31,transformer-1751690080022-4,0.000,2.10
31,transformer-1751690080021-0,0.000,1.86
31,transformer-1751690080059-3,0.000,1.98
31,transformer-1751690080059-4,0.000,2.01
31,transformer-1751690079946-4,0.000,2.18
31,transformer-1751690080097-0,0.000,1.88
31,transformer-1751690080097-1,0.000,1.89
31,transformer-1751690080097-2,0.000,1.91
31,transformer-1751690080097-3,0.000,2.50
31,transformer-1751690080098-4,0.000,1.87
32,transformer-1751690080097-2,0.000,2.30
32,transformer-1751690080097-1,0.000,1.93
32,transformer-1751690080097-0,0.000,1.91
32,transformer-1751690080098-4,0.000,1.88
32,transformer-1751690080021-0,0.000,1.89
32,transformer-1751690080136-0,0.000,1.92
32,transformer-1751690080136-1,0.000,1.92
32,transformer-1751690080136-2,0.000,2.07
32,transformer-1751690080136-3,0.000,2.07
32,transformer-1751690080137-4,0.000,2.19
33,transformer-1751690080136-1,0.000,2.18
33,transformer-1751690080136-0,0.000,1.91
33,transformer-1751690080097-0,0.000,1.96
33,transformer-1751690080021-0,0.000,1.89
